Time,Speed_kmh,SOC_%,Temp_C,Torque_Nm,RPM,Throttle_%,Brake_%,Mode,G_Force,Distance_km,CAN_ID
01:15:41,15.16,99.57,32.76,0,1363,0.0,0.0,ECO,0.036,0.085,0x120
01:15:42,13.97,99.57,32.66,0,1257,0.0,0.0,ECO,0.033,0.085,0x120
01:15:43,12.87,99.57,71.9,0,1158,0.0,0.0,ECO,0.03,0.085,0x120
01:15:44,11.86,99.58,71.9,0,1067,0.0,0.0,ECO,0.028,0.085,0x120
01:15:45,10.93,99.58,71.8,0,983,0.0,0.0,ECO,0.026,0.085,0x120
01:15:46,0,100,30,0,0,0.0,0.0,ECO,0.0,0,0x120
01:15:48,0,100,30,0,0,0.0,0.0,ECO,0.0,0,0x120
01:15:49,0,100,30,0,0,0.0,0.0,ECO,0.0,0,0x120
01:15:50,0,100,30,0,0,0.0,0.0,ECO,0.0,0,0x120
01:15:51,0,100,30,0,0,0.0,0.0,ECO,0.0,0,0x120
01:15:52,0,100,30,0,0,0.0,0.0,ECO,0.0,0,0x120
01:15:53,0,100,30,0,0,0.0,0.0,ECO,0.0,0,0x120
01:15:54,0,100,30,0,0,0.0,0.0,ECO,0.0,0,0x120
01:15:55,0,100,30,0,0,0.0,0.0,ECO,0.0,0,0x120
01:15:56,0,100,30,0,0,0.0,0.0,ECO,0.0,0,0x120
01:15:57,0,100,30,0,0,0.0,0.0,ECO,0.0,0,0x120
01:15:58,0,100,30,0,0,0.0,0.0,ECO,0.0,0,0x120
01:15:59,0,100,30,0,0,0.0,0.0,ECO,0.0,0,0x120
01:16:00,0,100,30,0,0,0.0,0.0,ECO,0.0,0,0x120
01:16:01,0,100,30,0,0,0.0,0.0,ECO,0.0,0,0x120
01:16:02,0,100,30,0,0,0.0,0.0,ECO,0.0,0,0x120
01:16:03,0,100,30,0,0,0.0,0.0,ECO,0.0,0,0x120
01:16:04,0,100,30,0,0,0.0,0.0,ECO,0.0,0,0x120
01:16:05,0,100,30,0,0,0.0,0.0,ECO,0.0,0,0x120
01:16:06,0,100,30,0,0,0.0,0.0,ECO,0.0,0,0x120
01:16:07,0,100,30,0,0,0.0,0.0,ECO,0.0,0,0x120
01:16:08,0,100,30,0,0,0.0,0.0,ECO,0.0,0,0x120
01:16:09,0,100,30,0,0,0.0,0.0,ECO,0.0,0,0x120
01:16:10,0,100,30,0,0,0.0,0.0,ECO,0.0,0,0x120
01:16:11,0,100,30,0,0,0.0,0.0,ECO,0.0,0,0x120
01:16:12,0,100,30,0,0,0.0,0.0,ECO,0.0,0,0x120
01:16:13,0,100,30,0,0,0.0,0.0,ECO,0.0,0,0x120
01:16:14,0,100,30,0,0,0.0,0.0,ECO,0.0,0,0x120
01:16:15,0,100,30,0,0,0.0,0.0,ECO,0.0,0,0x120
01:16:16,0,100,30,0,0,0.0,0.0,ECO,0.0,0,0x120
